brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,engine_displacement_l,engine_cylinders,transmission_type
Chevrolet,Suburban LT,2019,"72,000 mi.",Gasoline,Blue,Beige,At least 1 accident or damage reported,Yes,"$39,000",5.3,8.0,Automatic
Porsche,718 Spyder Base,2020,"3,400 mi.",Gasoline,White,Black,None reported,Yes,"$129,900",4.0,6.0,Manual
Chevrolet,Camaro 1LT,2021,"18,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$30,000",3.6,6.0,Automatic
Jeep,Gladiator Freedom,2021,"30,630 mi.",Gasoline,Hydro Blue Pearlcoat,Black,None reported,,"$39,998",3.6,,Automatic
Toyota,Tacoma Double Cab,2007,"24,985 mi.",Gasoline,Silver,Silver,,,"$33,580",4.0,6.0,Automatic
GMC,Yukon Denali Ultimate,2023,"9,978 mi.",Gasoline,White,Gold,None reported,Yes,"$93,999",6.2,8.0,Automatic
Ford,Shelby GT350R Base,2018,"18,500 mi.",Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,"$77,999",5.2,8.0,Manual
Cadillac,Escalade Premium Luxury Platinum,2021,"72,843 mi.",Gasoline,Sandstone Metallic,Dark Auburn,None reported,Yes,"$79,990",6.2,8.0,Automatic
Buick,LaCrosse Base,2017,"67,500 mi.",Gasoline,Black,Beige,None reported,Yes,"$20,000",3.6,6.0,Automatic
Tesla,Model X Long Range Plus,2020,"43,534 mi.",,Black,Black,None reported,Yes,"$65,990",,,Automatic
Mercedes-Benz,E-Class E 300 4MATIC,2017,"36,900 mi.",Gasoline,Gray,Beige,None reported,Yes,"$28,500",2.0,4.0,Automatic
Chevrolet,Tahoe LT,2017,"61,720 mi.",E85 Flex Fuel,Silver,Jet Black,At least 1 accident or damage reported,,"$39,998",5.3,,Automatic
Kia,Telluride EX,2022,"35,938 mi.",Gasoline,Glacial White Pearl,Black,None reported,,"$43,329",3.8,6.0,Automatic
Toyota,Tundra Hybrid Limited,2023,"10,748 mi.",Hybrid,Midnight Black Metallic,Black,None reported,,"$63,100",3.4,6.0,Automatic
Audi,S8 4.0T quattro,2023,"4,457 mi.",Gasoline,Mythos Black Metallic,Black,None reported,,"$107,900",4.0,8.0,Automatic
Nissan,Armada Platinum,2018,"108,206 mi.",Gasoline,White,Charcoal,At least 1 accident or damage reported,,"$26,498",5.6,,Automatic
Land,Rover Discovery HSE,2020,"32,705 mi.",Diesel,Portofino Blue Metallic,Tan/Ebony/Ebony,None reported,,"$46,598",3.0,,Automatic
Kia,Telluride S,2020,"74,026 mi.",Gasoline,Sangria Red,Black,None reported,,"$32,913",3.8,6.0,Automatic
Lexus,GS 350 F Sport,2020,"24,651 mi.",Gasoline,Ultra White,Black,None reported,,"$45,950",3.5,6.0,Automatic
BMW,X6 xDrive40i,2022,"13,000 mi.",Hybrid,Gray,Orange,None reported,Yes,"$69,000",3.0,6.0,Other
Land,Rover Range Rover P400 SE SWB,2023,"11,700 mi.",Hybrid,Gray,White,None reported,Yes,"$133,500",3.0,6.0,Other
Chevrolet,Silverado 3500 High Country,2015,"77,500 mi.",Diesel,Black,Brown,None reported,Yes,"$54,000",6.6,8.0,Automatic
Maserati,Quattroporte Sport GT,2007,"82,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$7,999",4.2,8.0,Other
Dodge,Viper GTC,2017,"1,389 mi.",Gasoline,Black,Black,None reported,Yes,"$489,995",8.4,10.0,Manual
Ford,Expedition Limited,2021,"29,830 mi.",Gasoline,Magnetic Metallic,Ebony,None reported,,"$55,329",3.5,6.0,Automatic
Mazda,Mazda6 i Grand Touring,2016,"83,100 mi.",–,White,White,None reported,Yes,"$17,800",,,Automatic
Kia,Optima LX,2019,"62,660 mi.",Gasoline,White,Black,None reported,Yes,"$16,500",2.4,4.0,Automatic
Land,Rover Range Rover Sport SVR,2018,"56,006 mi.",Gasoline,Silver,White,None reported,Yes,"$59,000",5.0,8.0,Other
Lexus,RX 450h F SPORT Handling,2021,"31,365 mi.",Hybrid,Beige,Red,None reported,,"$52,998",3.5,,Other
Lincoln,Town Car Base,2004,"27,600 mi.",Gasoline,Black,White,None reported,Yes,"$14,900",4.6,8.0,Automatic
Honda,Civic Si,2012,"47,245 mi.",Gasoline,White,Black,None reported,Yes,"$19,600",2.4,4.0,Manual
Lexus,RX 450h Base,2017,"73,948 mi.",Hybrid,White,Beige,None reported,Yes,"$31,990",3.5,6.0,Automatic
RAM,1500 Classic Warlock,2019,"36,757 mi.",E85 Flex Fuel,Diamond Black,Diesel Gray / Black,None reported,Yes,"$31,953",3.6,6.0,Automatic
Tesla,Model Y Long Range,2023,"4,786 mi.",,White,White,None reported,Yes,"$48,000",,,Automatic
Audi,RS 3 2.5T,2023,"1,900 mi.",Gasoline,Gray,Black,None reported,Yes,"$78,900",2.5,5.0,Other
Hyundai,Genesis Coupe 3.8 R-Spec,2014,"52,060 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$15,000",3.8,6.0,Manual
Porsche,Boxster RS 60 Spyder,2008,"58,000 mi.",Gasoline,Silver,Black,None reported,Yes,"$41,500",3.4,6.0,Manual
Ford,F-250 XLT,2010,"52,246 mi.",Diesel,Tan,Medium Stone,None reported,Yes,"$26,095",6.4,8.0,Manual
Kia,Sorento EX,2016,"64,290 mi.",Gasoline,Snow White Pearl,Satin Black,None reported,,"$16,999",2.0,4.0,Automatic
Nissan,370Z Touring,2009,"37,500 mi.",Gasoline,Silver,Orange,None reported,Yes,"$21,500",3.7,6.0,Manual
Genesis,G70 2.0T,2023,"2,121 mi.",Gasoline,White,Red,None reported,Yes,"$40,750",2.0,4.0,Automatic
Land,Rover Range Rover Sport Supercharged,2013,"57,000 mi.",Gasoline,White,Beige,None reported,Yes,"$26,000",5.0,8.0,Other
Mercedes-Benz,S-Class S 560 4MATIC,2020,"22,000 mi.",Gasoline,White,Beige,None reported,Yes,"$69,500",4.0,8.0,Automatic
Ford,Bronco Wildtrak Advanced,2023,"2,000 mi.",Gasoline,Black,Black,None reported,Yes,"$66,500",2.7,6.0,Automatic
RAM,1500 SLT,2018,"61,802 mi.",E85 Flex Fuel,Black,Gray,None reported,Yes,"$32,000",3.6,6.0,Automatic
Dodge,Challenger R/T,2010,"73,000 mi.",–,Black,Black,None reported,Yes,"$17,500",,,Automatic
Chevrolet,Sonic LT,2013,"110,000 mi.",–,Gray,Black,None reported,Yes,"$7,500",,,Automatic
Jeep,Grand Cherokee Laredo,2013,"106,700 mi.",E85 Flex Fuel,Black,Black,None reported,Yes,"$13,500",3.6,6.0,Automatic
Audi,RS 5 4.2,2013,"75,965 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$35,999",4.2,8.0,Automatic
Jeep,Grand Cherokee L Overland,2022,"31,804 mi.",Gasoline,Silver Zynith,Global Black,At least 1 accident or damage reported,Yes,"$48,995",3.6,6.0,Automatic
Mazda,MX-5 Miata Base,1992,"125,800 mi.",–,Red,Black,None reported,Yes,"$11,500",,,Manual
Chrysler,Crossfire Limited,2005,"116,320 mi.",Gasoline,Gray,Red,At least 1 accident or damage reported,Yes,"$6,000",3.2,6.0,Automatic
Audi,S5 4.2 Premium Plus,2011,"156,875 mi.",Gasoline,Black,Red,At least 1 accident or damage reported,Yes,"$9,900",4.2,8.0,Manual
Tesla,Model X Base,2023,197 mi.,,Blue,Black,None reported,Yes,"$85,000",,,Automatic
Cadillac,CT4 Luxury,2020,"35,200 mi.",Gasoline,Blue,Black,None reported,Yes,"$28,500",2.0,4.0,Automatic
Maserati,Ghibli S Q4,2014,"76,000 mi.",Gasoline,Black,Black,None reported,Yes,"$19,000",3.0,6.0,Automatic
Jaguar,F-PACE 25t Premium,2019,"29,000 mi.",Gasoline,White,Black,None reported,Yes,"$34,500",2.0,4.0,Automatic
BMW,750 i xDrive,2019,"33,499 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$44,495",4.4,8.0,Automatic
Acura,TLX V6 Advance,2019,"25,779 mi.",Gasoline,Platinum White Pearl,Ebony,At least 1 accident or damage reported,,"$30,999",3.5,6.0,Automatic
GMC,Terrain SLT-1,2015,"76,296 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$9,500",2.4,4.0,Automatic
BMW,i3 Base w/Range Extender,2014,"29,553 mi.",,Black,Gray,None reported,Yes,"$12,800",65.0,,Automatic
Nissan,Versa 1.8 S,2011,"109,902 mi.",Gasoline,Blue,Gray,None reported,Yes,"$4,500",1.8,4.0,Automatic
Mercedes-Benz,C-Class C 300 4MATIC,2019,"23,083 mi.",Gasoline,White,Beige,None reported,Yes,"$33,500",2.0,4.0,Automatic
Toyota,Matrix XRS,2003,"143,600 mi.",Gasoline,Black,Black,None reported,Yes,"$4,199",1.8,4.0,Manual
RAM,1500 Limited,2021,"22,000 mi.",Gasoline,Black,Black,None reported,Yes,"$54,800",5.7,8.0,Automatic
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,"13,000 mi.",Hybrid,Silver,Black,None reported,Yes,"$81,500",3.0,6.0,Automatic
Audi,A5 2.0T Premium,2018,"53,000 mi.",Gasoline,White,Brown,At least 1 accident or damage reported,Yes,"$28,000",2.0,4.0,Automatic
Lincoln,Navigator Reserve,2019,"44,741 mi.",Gasoline,Beige,Beige,None reported,Yes,"$52,999",3.5,6.0,Automatic
Audi,A6 3.2 quattro,2008,"202,000 mi.",Gasoline,Blue,Gray,At least 1 accident or damage reported,Yes,"$5,700",3.2,6.0,Automatic
Chevrolet,Silverado 1500 LT Crew Cab,2006,"215,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$6,995",6.0,8.0,Automatic
Mercedes-Benz,S-Class S 560,2019,"77,138 mi.",Gasoline,designo Diamond White,Black,None reported,,"$49,998",4.0,,Automatic
Volvo,XC90 T6 Momentum,2018,"90,641 mi.",Gasoline,White,Amber,None reported,,"$25,999",2.0,4.0,Automatic
Toyota,Camry SE,2011,"177,702 mi.",Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,"$7,700",2.5,4.0,Automatic
Mercedes-Benz,Metris Base,2018,"58,350 mi.",Gasoline,Black,Black,None reported,Yes,"$29,497",2.0,4.0,Automatic
Chevrolet,Camaro 2LT,2010,"86,170 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$17,000",3.6,6.0,Automatic
Mazda,MX-5 Miata Grand Touring,2012,"36,568 mi.",Gasoline,Blue,Beige,At least 1 accident or damage reported,Yes,"$20,199",2.0,4.0,Manual
Ford,Escape SE,2015,"54,357 mi.",Gasoline,White,Gray,None reported,Yes,"$16,250",1.6,4.0,Automatic
Mercedes-Benz,S-Class S 63 AMG,2015,"20,394 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,,"$59,598",5.5,,Automatic
Kia,Niro EX,2023,"7,578 mi.",Hybrid,Snow White Pearl,Charcoal,None reported,,"$31,113",1.6,4.0,Automatic
Porsche,Boxster Base,2010,"64,800 mi.",Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,"$20,900",2.9,6.0,Manual
Toyota,4Runner Trail,2016,"117,780 mi.",Gasoline,Gray,Black,None reported,Yes,"$27,750",4.0,6.0,Automatic
Hyundai,Kona EV SEL,2019,"33,100 mi.",,Black,Black,None reported,Yes,"$18,200",,,Automatic
Land,Rover Range Rover Evoque SE,2016,"86,202 mi.",Gasoline,Black,Black,None reported,Yes,"$18,750",2.0,4.0,Automatic
Ford,E350 Super Duty XLT,2012,"163,000 mi.",E85 Flex Fuel,White,Gray,None reported,Yes,"$19,550",5.4,8.0,Automatic
Mercedes-Benz,SL-Class SL500 Roadster,2004,"35,400 mi.",Gasoline,Black,Gray,None reported,Yes,"$24,900",5.0,8.0,Automatic
Jeep,Compass Trailhawk,2018,"31,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$22,000",2.4,4.0,Automatic
Mercedes-Benz,S-Class S 560 4MATIC,2018,"103,069 mi.",Gasoline,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,,"$40,998",4.0,,Automatic
Mercedes-Benz,G-Class G 550 4MATIC,2021,"22,480 mi.",Gasoline,White,Brown,None reported,Yes,"$135,800",4.0,8.0,Automatic
Tesla,Model X P90D,2016,"91,000 mi.",,Silver,White,None reported,Yes,"$39,500",,,Automatic
Lexus,IS-F Base,2010,"41,500 mi.",Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,"$44,800",5.0,8.0,Automatic
BMW,335 i,2010,"91,545 mi.",Gasoline,Black,Black,None reported,Yes,"$13,000",3.0,6.0,Automatic
Audi,RS 7 4.0T,2022,"4,100 mi.",Hybrid,Blue,Black,None reported,Yes,"$162,500",4.0,8.0,Automatic
Buick,Lucerne CXL,2006,"110,000 mi.",Gasoline,Gold,Beige,None reported,Yes,"$5,000",4.6,8.0,Automatic
Lincoln,MKX Reserve,2016,"88,000 mi.",Gasoline,Black,Black,None reported,Yes,"$18,500",2.7,6.0,Other
Nissan,Armada Platinum,2018,"42,833 mi.",Gasoline,Blue,Gray,None reported,Yes,"$37,000",5.6,8.0,Other
Porsche,911 Carrera,2020,"23,278 mi.",Gasoline,Blue,–,None reported,,"$114,998",3.0,,Automatic
Mercedes-Benz,E-Class 400E,1993,"106,983 mi.",–,White,Gray,None reported,Yes,"$15,300",,,Automatic
BMW,435 Gran Coupe i,2015,"60,100 mi.",Gasoline,Blue,Beige,None reported,Yes,"$24,995",3.0,6.0,Automatic
Jeep,Wagoneer Series III,2022,"17,381 mi.",Gasoline,Velvet Red Pearlcoat,Global Black,None reported,Yes,"$69,685",5.7,8.0,Automatic
Cadillac,ATS 2.5L,2013,"63,172 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$12,995",2.5,4.0,Automatic
Ford,Transit Connect XLT,2010,"72,000 mi.",Gasoline,White,Gray,At least 1 accident or damage reported,Yes,"$10,900",2.0,4.0,Automatic
Kia,EV6 GT-Line,2022,"4,820 mi.",,Red,Black,None reported,Yes,"$47,500",,,Automatic
Audi,S5 3.0T Premium Plus,2014,"67,900 mi.",Gasoline,Silver,Black,,,"$25,990",3.0,6.0,Manual
Toyota,Tundra SR,2018,"51,000 mi.",Gasoline,Black,Gray,None reported,Yes,"$38,000",5.7,8.0,Automatic
Jeep,Wrangler Unlimited Freedom Edition,2013,"54,500 mi.",Gasoline,Green,Black,None reported,Yes,"$35,000",3.6,6.0,Automatic
Maserati,Quattroporte Base,2006,"61,840 mi.",Gasoline,Gray,Beige,None reported,Yes,"$16,500",4.2,8.0,Other
Mercedes-Benz,CLS-Class CLS500,2006,"28,950 mi.",Gasoline,Blue,Beige,,,"$16,750",5.0,8.0,Automatic
GMC,Sierra 3500 SLE,2002,"300,000 mi.",Diesel,Black,Gray,At least 1 accident or damage reported,Yes,"$5,000",6.6,8.0,Automatic
Nissan,Frontier SL,2011,"103,400 mi.",Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,"$17,000",4.0,6.0,Automatic
BMW,M5 Base,2023,816 mi.,Gasoline,Alpine White,Black,None reported,,"$109,900",4.4,8.0,Automatic
Porsche,911 R,2016,719 mi.,Gasoline,White,Black / Brown,None reported,Yes,"$489,000",4.0,,Manual
Land,Rover Defender X-Dynamic SE,2023,"3,678 mi.",Hybrid,Fuji White,Black,None reported,,"$81,998",3.0,,Automatic
Ford,F-150 XL,2016,"107,000 mi.",E85 Flex Fuel,White,Gray,At least 1 accident or damage reported,Yes,"$22,000",5.0,8.0,Automatic
BMW,M8 Competition,2022,"5,018 mi.",Gasoline,–,Sakhir Orange/Black,None reported,,"$114,998",4.4,,Automatic
Porsche,911 Carrera S,2010,"13,850 mi.",Gasoline,Black,Black,None reported,Yes,"$71,400",3.8,6.0,Manual
Volvo,XC70 3.2,2008,"46,700 mi.",Gasoline,White,Beige,,,"$11,400",3.2,6.0,Automatic
Chrysler,300 Touring,2021,"21,478 mi.",Gasoline,Silver Mist,Black,None reported,,"$27,798",3.6,,Automatic
Honda,Insight EX,2020,"64,200 mi.",Hybrid,White,Black,At least 1 accident or damage reported,Yes,"$20,499",1.5,4.0,Other
Porsche,Cayman S,2006,"31,075 mi.",Gasoline,Black,Black / Stone Grey,None reported,Yes,"$36,250",3.4,,Automatic
Tesla,Model Y Performance,2022,"25,250 mi.",,White,White,None reported,Yes,"$47,800",,,Automatic
BMW,M5 Competition,2020,"35,400 mi.",Gasoline,Orange,Black,None reported,Yes,"$71,950",4.4,8.0,Automatic
Audi,S4 4.2 quattro,2004,"74,030 mi.",Gasoline,Silver,Gray,None reported,Yes,"$16,000",4.2,8.0,Manual
Ford,F-250 Platinum,2021,"48,549 mi.",Diesel,Antimatter Blue Metallic,Black,None reported,,"$69,998",6.7,8.0,Automatic
Kia,Seltos S,2023,"5,182 mi.",Gasoline,White,Black,None reported,Yes,"$32,500",2.0,4.0,Automatic
RAM,ProMaster 2500 High Roof,2019,"31,681 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$33,500",3.6,6.0,Automatic
BMW,M760 M760i xDrive,2020,"23,430 mi.",Gasoline,White,Black,None reported,,"$80,998",6.6,,Automatic
Mercedes-Benz,E-Class E 400,2015,"30,300 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$29,000",3.0,6.0,Automatic
Cadillac,XTS Luxury,2016,"112,000 mi.",Gasoline,Blue,Beige,At least 1 accident or damage reported,Yes,"$14,599",3.6,6.0,Automatic
INFINITI,Q50 Premium,2014,"127,356 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$19,990",3.7,6.0,Automatic
Volkswagen,Touareg V6 Executive,2017,"50,600 mi.",Gasoline,Red,Brown,At least 1 accident or damage reported,Yes,"$28,890",3.6,6.0,Automatic
Chevrolet,Suburban 1500 LTZ,2011,"194,000 mi.",E85 Flex Fuel,Black,Black,None reported,Yes,"$9,950",5.3,8.0,Automatic
Toyota,Tundra SR5,2021,"33,455 mi.",Gasoline,Green,Black,None reported,Yes,"$44,750",5.7,8.0,Automatic
BMW,X1 sDrive28i,2022,"43,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$35,750",2.0,4.0,Automatic
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,"46,102 mi.",Gasoline,Black,Beige,None reported,Yes,"$35,300",4.7,8.0,Automatic
Cadillac,XTS Luxury,2019,"59,000 mi.",Gasoline,Black,Black,None reported,Yes,"$21,000",3.6,6.0,Automatic
Jaguar,XJ8 Base,2004,"134,000 mi.",Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,"$9,500",4.2,8.0,Automatic
Chevrolet,Camaro ZL1,2020,"3,715 mi.",Gasoline,Black,Black,None reported,Yes,"$150,000",6.2,8.0,Automatic
Mercedes-Benz,Sprinter 2500,2012,"100,245 mi.",Diesel,White,–,At least 1 accident or damage reported,Yes,"$24,000",3.0,6.0,Automatic
Mercedes-Benz,C-Class C 300 4MATIC,2022,"8,583 mi.",Gasoline,Cirrus Silver Metallic,AMG Black,None reported,,"$42,999",2.0,4.0,Automatic
Dodge,Dakota SLT,2003,"141,800 mi.",Gasoline,Red,Gray,At least 1 accident or damage reported,Yes,"$5,700",4.7,8.0,Automatic
Audi,A5 2.0T Premium Plus,2012,"77,000 mi.",Gasoline,White,Black,None reported,Yes,"$13,800",2.0,4.0,Automatic
Audi,A5 2.0T Premium,2018,"67,035 mi.",Gasoline,Pink,Brown,At least 1 accident or damage reported,Yes,"$31,500",2.0,4.0,Other
Audi,S5 3.0 Premium Plus,2012,"61,450 mi.",Gasoline,White,Gray,None reported,Yes,"$19,500",3.0,6.0,Automatic
Porsche,Panamera GTS,2015,"39,500 mi.",Gasoline,Black,Black,None reported,Yes,"$52,590",4.8,8.0,Other
Mercedes-Benz,AMG GT C,2020,"6,600 mi.",Gasoline,Black,Beige,None reported,Yes,"$128,900",4.0,8.0,Other
Chevrolet,Camaro 2SS,2023,"2,300 mi.",Gasoline,Red,Black,None reported,Yes,"$51,500",6.2,8.0,Manual
Audi,Q7 Premium Plus,2023,"10,601 mi.",Hybrid,Mythos Black,Black,None reported,,"$61,998",3.0,,Automatic
Maserati,GranTurismo MC,2018,"18,000 mi.",Gasoline,Red,Black,None reported,Yes,"$67,000",4.7,8.0,Other
GMC,Sierra 2500 AT4,2022,"31,681 mi.",Gasoline,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,,"$67,963",6.6,8.0,Automatic
Cadillac,XT6 Sport AWD,2020,"24,114 mi.",Gasoline,Garnet Red Metallic,Jet Black,At least 1 accident or damage reported,,"$49,427",3.6,6.0,Automatic
Jeep,Grand Cherokee L Laredo,2022,"22,109 mi.",Gasoline,Bright White Clearcoat,Global Black,,,"$43,389",3.6,6.0,Automatic
Chevrolet,Avalanche 1500 LT,2012,"148,000 mi.",E85 Flex Fuel,Black,Black,None reported,Yes,"$18,000",5.3,8.0,Automatic
BMW,M5 Base,2018,"41,000 mi.",Gasoline,White,White,None reported,Yes,"$60,200",4.4,8.0,Other
Nissan,Titan SE,2009,"127,600 mi.",E85 Flex Fuel,Brown,Gray,None reported,Yes,"$19,500",5.6,8.0,Automatic
Dodge,Ram 1500 SRT-10 Quad Cab,2005,"138,450 mi.",Gasoline,Red,Black,At least 1 accident or damage reported,Yes,"$19,000",8.3,10.0,Automatic
GMC,Sierra 1500 SLT,2013,"230,000 mi.",E85 Flex Fuel,White,Black,None reported,Yes,"$15,500",5.3,8.0,Automatic
Lexus,RX 350 F Sport,2017,"53,649 mi.",Gasoline,Black,Red,None reported,Yes,"$33,000",3.5,6.0,Automatic
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,"174,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$11,999",4.6,8.0,Automatic
INFINITI,QX80 Luxe,2022,"49,860 mi.",Gasoline,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,"$47,645",5.6,8.0,Automatic
Mercedes-Benz,AMG C 63 S,2021,"13,650 mi.",Gasoline,Blue,Black,None reported,Yes,"$75,000",4.0,8.0,Automatic
BMW,528 i xDrive,2016,"134,000 mi.",Gasoline,Brown,Brown,At least 1 accident or damage reported,Yes,"$13,500",2.0,4.0,Automatic
Porsche,911 Carrera,2014,"78,000 mi.",Gasoline,Brown,Brown,None reported,Yes,"$68,000",3.4,6.0,Other
Porsche,Boxster S,2005,"65,750 mi.",Gasoline,Blue,Gray,None reported,Yes,"$21,750",3.2,6.0,Automatic
BMW,X6 M Base,2021,"18,000 mi.",Gasoline,Black,Black,None reported,Yes,"$94,000",4.4,8.0,Automatic
Ford,Mustang Premium,2007,"121,630 mi.",Gasoline,White,Black,None reported,Yes,"$9,450",4.0,6.0,Automatic
Rivian,R1S Launch Edition,2023,"4,500 mi.",,Silver,Gray,None reported,Yes,"$89,999",,,Automatic
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,"9,408 mi.",Hybrid,Black,Gray,None reported,,"$61,999",2.0,4.0,Automatic
BMW,528 i xDrive,2016,"120,000 mi.",Gasoline,White,White,None reported,Yes,"$16,000",2.0,4.0,Automatic
Cadillac,Escalade ESV Platinum,2016,"168,600 mi.",Gasoline,White,Beige,None reported,Yes,"$29,500",6.2,8.0,Automatic
Chevrolet,Corvette Base,2004,"43,705 mi.",Gasoline,Gray,Black,None reported,Yes,"$25,900",5.7,8.0,Manual
Audi,A5 2.0T Premium,2013,"111,000 mi.",Gasoline,Blue,Beige,None reported,Yes,"$11,500",2.0,4.0,Other
Audi,TT 2.0T Premium,2012,"64,549 mi.",Gasoline,Silver,Black,None reported,Yes,"$17,000",2.0,4.0,Other
Buick,LaCrosse CX,2007,"53,000 mi.",Gasoline,Red,Gray,None reported,Yes,"$6,500",3.8,6.0,Automatic
Chevrolet,Camaro 2SS,2017,"13,465 mi.",Gasoline,White,Black,None reported,Yes,"$44,900",6.2,8.0,Automatic
Tesla,Model Y Long Range,2023,"5,844 mi.",,White,Black,None reported,Yes,"$52,000",,,Automatic
BMW,M3 Base,2015,"74,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$40,000",3.0,6.0,Manual
Kia,Optima LX,2011,"100,331 mi.",Gasoline,Red,–,At least 1 accident or damage reported,Yes,"$6,900",2.4,4.0,Automatic
Toyota,Supra 3.0 Premium,2022,"24,850 mi.",Gasoline,Black,Black,None reported,Yes,"$53,568",3.0,6.0,Automatic
Lincoln,Nautilus Reserve,2021,"17,467 mi.",Gasoline,Pristine White,Slate,None reported,,"$43,860",2.0,4.0,Automatic
Nissan,Pathfinder SL,2015,"115,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$11,995",3.5,6.0,Automatic
BMW,X5 xDrive50i,2015,"72,000 mi.",Gasoline,Black,Brown,At least 1 accident or damage reported,Yes,"$26,500",4.4,8.0,Other
Mazda,MazdaSpeed3 Grand Touring,2008,"162,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$6,500",2.3,4.0,Manual
GMC,Yukon XL SLT,2017,"47,589 mi.",Gasoline,Black,Black,None reported,Yes,"$45,500",5.3,8.0,Automatic
Toyota,bZ4X Limited,2023,"6,548 mi.",,Wind Chill Pearl,Black,None reported,,"$41,999",,,Automatic
RAM,ProMaster 2500 High Roof,2018,"10,339 mi.",Gasoline,White,Gray,None reported,Yes,"$36,990",3.6,6.0,Automatic
RAM,1500 Classic SLT,2021,"32,092 mi.",Gasoline,Patriot Blue Pearlcoat,Black,None reported,Yes,"$35,113",3.6,6.0,Automatic
Lexus,GS 350 Base,2014,"85,275 mi.",Gasoline,Nebula Gray Pearl,Black,At least 1 accident or damage reported,,"$23,998",3.5,,Automatic
Hyundai,Tucson Limited,2016,"138,000 mi.",Gasoline,Brown,Beige,None reported,Yes,"$10,990",1.6,4.0,Automatic
Chevrolet,SSR Base,2003,"87,500 mi.",Gasoline,Red,Black,None reported,Yes,"$16,999",5.3,8.0,Automatic
Maserati,GranTurismo Base,2013,"34,920 mi.",Gasoline,Gray,Brown,None reported,Yes,"$38,900",4.7,8.0,Automatic
Tesla,Model X Performance,2020,"27,224 mi.",,Black,Black,None reported,,"$65,999",,,Automatic
